1229,WILSON STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1230,ST GEORGE BD STATION,BD,MUO,Miscellaneous Other
1231,DAVISVILLE STATION,YU,EUSC,Speed Control Equipment  
1232,QUEEN ALBERT,YU,SUCOL,Collector Booth Alarm Activated
1233,KENNEDY BD STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
1234,WELLESLEY STATION,YU,SUUT,Unauthorized at Track Level
1235,CHRISTIE STATION,BD,SUDP,Disorderly Patron
1236,YONGE BD STATION,BD,EUSC,Speed Control Equipment  
1237,BLOOR STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1238,KEELE STATION,BD,EUSC,Speed Control Equipment  
1239,OSSINGTON STATION,BD,SUDP,Disorderly Patron
1240,KENNEDY SRT STATION,SRT,PRSA,Axle Counter Related
1241,SPADINA STATION YUS,YU,EUBK,Brakes
1242,ST PATRICK STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1243,COXWELL STATION,BD,SUDP,Disorderly Patron
1244,YORK MILLS STATION,YU,TUSC,Operator Overspeeding
1245,YORK MILLS STATION,YU,TUSC,Operator Overspeeding
1246,SHEPPARD STATION,YU,EUO,RC&S Other
1247,ISLINGTON STATION,BD,EUPI,Propulsion System
1248,NORTH YORK CTR STATION,YU,SUDP,Disorderly Patron
1249,SHEPPARD-YONGE STATION,SHP,TUSC,Operator Overspeeding
1250,DOWNSVIEW PARK STATION,YU,MUATC,ATC Project
1251,MIDLAND STATION,SRT,SRUT,Unauthorized at Track Level
1252,FINCH STATION,YU,TUMVS,Operator Violated Signal
1253,COLLEGE STATION,YU,SUAP,Assault / Patron Involved
1254,KENNEDY BD STATION,BD,SUDP,Disorderly Patron
1255,KIPLING STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
1256,DAVISVILLE STATION,YU,PUSTS,Signals - Train Stops
1257,VICTORIA PARK STATION,BD,SUDP,Disorderly Patron
1258,KENNEDY BD STATION,BD,MUSAN,Unsanitary Vehicle
1259,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
1260,ISLINGTON STATION,BD,TUMVS,Operator Violated Signal
1261,KIPLING STATION,BD,TUO,Transportation Department - Other
1262,DAVISVILLE STATION,YU,PUTDN,#N/A
1263,WILSON STATION,YU,TUNIP,Operator Not In Position
1264,BLOOR STATION,YU,SUAE,Assault / Employee Involved
1265,BLOOR STATION,YU,SUDP,Disorderly Patron
1266,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
1267,LANSDOWNE STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1268,LAWRENCE STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1269,DON MILLS STATION,SHP,SUAE,Assault / Employee Involved
1270,SHERBOURNE STATION,BD,SUUT,Unauthorized at Track Level
1271,DON MILLS STATION,SHP,TUOPO,OPTO Operator Related
1272,WOODBINE STATION,BD,SUAP,Assault / Patron Involved
1273,WARDEN STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1274,WOODBINE STATION,BD,SUDP,Disorderly Patron
1275,KEELE STATION,BD,MUSC,Miscellaneous Speed Control
1276,WELLESLEY STATION,YU,EUDO,Door Problems - Faulty Equipment
1277,FINCH WEST STATION,YU,MUSAN,Unsanitary Vehicle
1278,VICTORIA PARK STATION,BD,PUTDN,#N/A
1279,FINCH STATION,YU,TUSC,Operator Overspeeding
1280,DAVISVILLE STATION,YU,PUTO,T&S Other
1281,FINCH STATION,YU,SUG,Graffiti / Scratchiti
1282,MCCOWAN STATION,SRT,ERTB,Track Brakes
1283,GREENWOOD STATION,BD,EUME,RC&S Maintenance Error - (Human)
1284,DAVISVILLE STATION,YU,PUSTS,Signals - Train Stops
1285,KIPLING STATION,BD,TUNIP,Operator Not In Position
1286,OLD MILL STATION,BD,PUSNT,Signal Problem - No Trouble
1287,KENNEDY BD STATION,BD,TUSC,Operator Overspeeding
1288,ISLINGTON STATION,BD,PUSWZ,Work Zone Problems - Signals
1289,YORK MILLS STATION,YU,SUDP,Disorderly Patron
1290,YORK MILLS STATION,YU,TUSC,Operator Overspeeding
1291,LANSDOWNE STATION,BD,EUNT,Equipment - No Trouble Found
1292,LAWRENCE STATION,YU,EUSC,Speed Control Equipment  
1293,COXWELL STATION,BD,MUCL,Divisional Clerk Related
1294,WARDEN STATION,BD,SUUT,Unauthorized at Track Level
1295,WARDEN STATION,BD,SUDP,Disorderly Patron
1296,ROYAL YORK STATION,BD,SUG,Graffiti / Scratchiti
1297,DUNDAS WEST STATION,BD,SUEAS,Emergency Alarm Station Activation
1298,SHEPPARD WEST STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1299,DAVISVILLE STATION,YU,EUVE,Work Vehicle
1300,UNION STATION,YU,TUO,Transportation Department - Other
1301,FINCH STATION,YU,EUBK,Brakes
1302,DUNDAS STATION,YU,EUSC,Speed Control Equipment  
1303,COLLEGE STATION,YU,EUSC,Speed Control Equipment  
1304,COXWELL STATION,BD,TUNIP,Operator Not In Position
1305,COXWELL STATION,BD,MUSAN,Unsanitary Vehicle
1306,LAWRENCE STATION,YU,EUSC,Speed Control Equipment  
1307,CASTLE FRANK STATION,BD,EUDO,Door Problems - Faulty Equipment
1308,FINCH STATION,YU,EUSC,Speed Control Equipment  
1309,WARDEN STATION,BD,MUDD,Door Problems - Debris Related
1310,DON MILLS STATION,SHP,PUMO,Station Other
1311,WILSON STATION,YU,SUDP,Disorderly Patron
1312,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
1313,ST CLAIR STATION,YU,SUUT,Unauthorized at Track Level
1314,EGLINTON STATION,YU,TUSC,Operator Overspeeding
1315,FINCH STATION,YU,TUSC,Operator Overspeeding
1316,KENNEDY BD STATION,BD,PUSRA,Subway Radio System Fault 
1317,ST CLAIR STATION,YU,PUCSC,Signal Control Problem - Signals
1318,YORK MILLS STATION,YU,MUSC,Miscellaneous Speed Control
1319,ROSEDALE STATION,YU,TUOS,Operator Overshot Platform
1320,NORTH YORK CTR STATION,YU,MUIS,Injured or ill Customer (In Station) - Transported
1321,YONGE BD STATION,BD,MUD,Door Problems - Passenger Related
1322,WILSON STATION,YU,MUATC,ATC Project
1323,DONLANDS STATION,BD,EUSC,Speed Control Equipment  
1324,KING STATION,YU,SUUT,Unauthorized at Track Level
1325,KENNEDY BD STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1326,NORTH YORK CTR STATION,YU,TUSC,Operator Overspeeding
1327,SHEPPARD STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1328,DAVISVILLE STATION,YU,EUSC,Speed Control Equipment  
1329,DAVISVILLE STATION,YU,PUTR,Rail Related Problem
1330,DAVISVILLE STATION,YU,PUTR,Rail Related Problem
1331,DAVISVILLE STATION,YU,PUTR,Rail Related Problem
1332,BROADVIEW STATION,BD,SUDP,Disorderly Patron
1333,PIONEER VILLAGE STATIO,BD,MUIS,Injured or ill Customer (In Station) - Transported
1334,YORK MILLS STATION,YU,TUSC,Operator Overspeeding
1335,DUFFERIN STATION,BD,SUDP,Disorderly Patron
1336,OSSINGTON STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1337,SHEPPARD-YONGE STATION,SHP,TUMVS,Operator Violated Signal
1338,JANE STATION,BD,TUO,Transportation Department - Other
1339,EGLINTON STATION,YU,PUTO,T&S Other
1340,MAIN STREET STATION,BD,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1341,PAPE STATION,BD,EUAC,Air Conditioning
1342,KEELE STATION,BD,PUSO,S/E/C Department Other
1343,KIPLING STATION,BD,SUDP,Disorderly Patron
1344,DAVISVILLE STATION,YU,PUSTS,Signals - Train Stops
1345,ST GEORGE YUS STATION,YU,SUDP,Disorderly Patron
1346,VICTORIA PARK STATION,BD,PUSNT,Signal Problem - No Trouble
1347,QUEEN STATION,YU,MUATC,ATC Project
1348,GLENCAIRN STATION,YU,MUIR,Injured or ill Customer (On Train) - Medical Aid Refused
1349,KENNEDY BD STATION,BD,SUDP,Disorderly Patron
1350,DAVISVILLE STATION,YU,PUSTS,Signals - Train Stops
1351,LANSDOWNE STATION,BD,SUDP,Disorderly Patron
1352,ST GEORGE YUS STATION,YU,MUATC,ATC Project
1353,SHEPPARD STATION,YU,SUDP,Disorderly Patron
1354,EGLINTON STATION,YU,SUDP,Disorderly Patron
1355,LESLIE STATION,SHP,TUO,Transportation Department - Other
1356,SUMMERHILL STATION,YU,MUO,Miscellaneous Other
1357,DON MILLS STATION,SHP,MUSAN,Unsanitary Vehicle
1358,WARDEN STATION,BD,MUDD,Door Problems - Debris Related
1359,QUEEN STATION,YU,MUATC,ATC Project
1360,HIGH PARK STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1361,COLLEGE STATION,YU,TUOS,Operator Overshot Platform
1362,BLOOR STATION,YU,MUSC,Miscellaneous Speed Control
1363,SHEPPARD STATION,YU,EUSC,Speed Control Equipment  
1364,ST CLAIR STATION,YU,MUO,Miscellaneous Other
1365,DON MILLS STATION,SHP,TUMVS,Operator Violated Signal
1366,SPADINA YUS STATION,YU,SUDP,Disorderly Patron
1367,ST GEORGE YUS STATION,YU,SUDP,Disorderly Patron
1368,CHESTER STATION,BD,SUDP,Disorderly Patron
1369,OSSINGTON STATION,BD,TUCC,Transit Control Related Problems
1370,BLOOR STATION,YU,PUTO,T&S Other
1371,SHEPPARD-YONGE STATION,SHP,TUMVS,Operator Violated Signal
1372,COLLEGE STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1373,OLD MILL STATION,BD,MUI,Injured or ill Customer (On Train) - Transported
1374,DUNDAS STATION,YU,SUDP,Disorderly Patron
1375,BROADVIEW STATION,BD,SUDP,Disorderly Patron
1376,BROADVIEW STATION,BD,SUUT,Unauthorized at Track Level
1377,SPADINA YUS STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1378,EGLINTON STATION,YU,SUDP,Disorderly Patron
1379,LAWRENCE WEST STATION,YU,SUDP,Disorderly Patron
1380,WARDEN STATION,BD,SUDP,Disorderly Patron
1381,QUEEN STATION,YU,MUO,Miscellaneous Other
1382,OSGOODE STATION,YU,SUDP,Disorderly Patron
1383,EGLINTON WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1384,ST GEORGE BD STATION,BD,PUTDN,#N/A
1385,HIGH PARK STATION,BD,SUDP,Disorderly Patron
1386,ROYAL YORK STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1387,BLOOR STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1388,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1389,QUEEN'S PARK STATION,YU,SUDP,Disorderly Patron
1390,BLOOR TO EGLINTON,YU,MUO,Miscellaneous Other
1391,DONLANDS STATION,BD,EUME,RC&S Maintenance Error - (Human)
1392,DAVISVILLE YARD,YU,PUSWZ,Work Zone Problems - Signals
1393,FINCH STATION,YU,TUSC,Operator Overspeeding
1394,VAUGHAN MC STATION,YU,TUNIP,Operator Not In Position
1395,BLOOR STATION,YU,SUO,Passenger Other
1396,KIPLING STATION,BD,TUMVS,Operator Violated Signal
1397,FINCH STATION,YU,SUAP,Assault / Patron Involved
1398,YORKDALE STATION,YU,SUDP,Disorderly Patron
1399,MCCOWAN STATION,SRT,TRNIP,Operator Not In Position
1400,DUFFERIN STATION,BD,MUD,Door Problems - Passenger Related
1401,ST GEORGE YUS STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1402,ST GEORGE BD STATION,BD,SUDP,Disorderly Patron
1403,NORTH YORK CTR STATION,YU,EUSC,Speed Control Equipment  
1404,LAWRENCE STATION,YU,MUSC,Miscellaneous Speed Control
1405,BLOOR STATION,YU,SUDP,Disorderly Patron
1406,SHEPPARD-YONGE STATION,SHP,TUSC,Operator Overspeeding
1407,YORK UNIVERSITY STATIO,YU,SUDP,Disorderly Patron
1408,SHEPPARD STATION,YU,EUSC,Speed Control Equipment  
1409,ST CLAIR STATION,YU,MUO,Miscellaneous Other
1410,LAWRENCE WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1411,BAYVIEW STATION,SHP,MUSC,Miscellaneous Speed Control
1412,KENNEDY BD STATION,BD,SUG,Graffiti / Scratchiti
1413,FINCH STATION,YU,TUSC,Operator Overspeeding
1414,YORK MILLS STATION,YU,EUNT,Equipment - No Trouble Found
1415,EGLINTON STATION,YU,TUNIP,Operator Not In Position
1416,WILSON STATION,YU,TUNIP,Operator Not In Position
1417,WILSON STATION,YU,TUNIP,Operator Not In Position
1418,FINCH STATION,YU,EUSC,Speed Control Equipment  
1419,COLLEGE STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1420,ST CLAIR STATION,YU,EUDO,Door Problems - Faulty Equipment
1421,DAVISVILLE STATION,YU,EUO,RC&S Other
1422,VICTORIA PARK STATION,BD,SUCOL,Collector Booth Alarm Activated
1423,BLOOR STATION,YU,SUDP,Disorderly Patron
1424,KING STATION,YU,MUIS,Injured or ill Customer (In Station) - Transported
1425,SHEPPARD WEST STATION,YU,MUSAN,Unsanitary Vehicle
1426,ROSEDALE STATION,YU,MUSAN,Unsanitary Vehicle
1427,LAWRENCE STATION,YU,MUSC,Miscellaneous Speed Control
1428,DUNDAS STATION,YU,SUAP,Assault / Patron Involved
1429,ST CLAIR STATION,YU,MUSC,Miscellaneous Speed Control
1430,ST CLAIR TO UNION STAT,YU,MUO,Miscellaneous Other
1431,ST GEORGE YUS STATION,YU,SUDP,Disorderly Patron
1432,DON MILLS STATION,SHP,TUSC,Operator Overspeeding
1433,FINCH STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1434,YONGE STATION,BD,SUDP,Disorderly Patron
1435,BROADVIEW STATION,BD,SUUT,Unauthorized at Track Level
1436,EGLINTON STATION,YU,MUO,Miscellaneous Other
1437,CHRISTIE STATION,BD,TUMVS,Operator Violated Signal
1438,ROSEDALE STATION,YU,PUSTC,Signals - Track Circuit Problems
1439,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1440,BLOOR STATION,YU,TUSC,Operator Overspeeding
1441,BLOOR STATION,YU,PUSTC,Signals - Track Circuit Problems
1442,LAWRENCE STATION,YU,MUSC,Miscellaneous Speed Control
1443,BLOOR STATION,YU,PUSTC,Signals - Track Circuit Problems
1444,FINCH STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1445,SHEPPARD STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1446,BROADVIEW STATION,BD,PUSWZ,Work Zone Problems - Signals
1447,ROSEDALE STATION,YU,SUO,Passenger Other
1448,WARDEN STATION,BD,SUAP,Assault / Patron Involved
1449,WARDEN STATION,BD,SUAP,Assault / Patron Involved
1450,DUNDAS STATION,YU,EUSC,Speed Control Equipment  
1451,LAWRENCE STATION,YU,MUSC,Miscellaneous Speed Control
1452,NORTH YORK CTR STATION,YU,MUSC,Miscellaneous Speed Control
1453,BLOOR STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1454,ST ANDREW STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1455,SPADINA BD STATION,BD,SUDP,Disorderly Patron
1456,SPADINA BD STATION,BD,MUD,Door Problems - Passenger Related
1457,BAYVIEW STATION,SHP,MUSC,Miscellaneous Speed Control
1458,YONGE BD STATION,BD,SUUT,Unauthorized at Track Level
1459,DONLANDS STATION,BD,PUSTS,Signals - Train Stops
1460,FINCH STATION,YU,TUSC,Operator Overspeeding
1461,SPADINA YUS STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1462,ROYAL YORK STATION,BD,EUDO,Door Problems - Faulty Equipment
1463,DAVISVILLE STATION,YU,PUSTS,Signals - Train Stops
1464,WELLESLEY STATION,YU,MUI,Injured or ill Customer (On Train) - Transported
1465,DAVISVILLE STATION,YU,PUSTS,Signals - Train Stops
1466,SHEPPARD STATION,YU,SUAP,Assault / Patron Involved
1467,SHERBOURNE STATION,BD,MUSAN,Unsanitary Vehicle
1468,QUEEN STATION,YU,MUO,Miscellaneous Other
1469,KENNEDY SRT STATION,SRT,ERTC,Train Control - VOBC
1470,KENNEDY SRT STATION,SRT,ERTC,Train Control - VOBC
1471,EGLINTON STATION,YU,EUSC,Speed Control Equipment  
1472,DUNDAS STATION,YU,SUPOL,Held By Polce - Non-TTC Related
1473,KENNEDY BD STATION,BD,TUCC,Transit Control Related Problems
1474,YORKDALE STATION,YU,SUUT,Unauthorized at Track Level
1475,QUEEN'S PARK STATION,YU,SUDP,Disorderly Patron
1476,BROADVIEW STATION,BD,MUTO,Misc. Transportation Other - Employee Non-Chargeable
1477,BROADVIEW STATION,BD,MUSC,Miscellaneous Speed Control
1478,CHRISTIE STATION,BD,MUSC,Miscellaneous Speed Control
1479,VICTORIA PARK STATION,BD,PUSTS,Signals - Train Stops
1480,YONGE - SHEPPARD (LEAV,SHP,MUTD,Training Department Related Delays
1481,KENNEDY BD STATION,BD,MUSAN,Unsanitary Vehicle
1482,DAVISVILLE STATION,YU,SUUT,Unauthorized at Track Level
1483,FINCH STATION,YU,TUNIP,Operator Not In Position
1484,DAVISVILLE STATION,YU,TUOS,Operator Overshot Platform
1485,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1486,EGLINTON STATION,YU,TUMVS,Operator Violated Signal
1487,SHERBOURNE STATION,BD,SUO,Passenger Other
1488,SHERBOURNE STATION,BD,SUO,Passenger Other
1489,DUNDAS STATION,YU,TUOS,Operator Overshot Platform
1490,CHRISTIE STATION,BD,SUAP,Assault / Patron Involved
1491,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1492,FINCH WEST STATION,YU,SUDP,Disorderly Patron
1493,MCCOWAN STATION,SRT,ERTC,Train Control - VOBC
1494,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1495,EGLINTON STATION,YU,MUSC,Miscellaneous Speed Control
1496,FINCH STATION,YU,TUSC,Operator Overspeeding
1497,SPADINA BD STATION,BD,SUDP,Disorderly Patron
1498,YORK MILLS STATION,YU,MUSC,Miscellaneous Speed Control
1499,BLOOR STATION,YU,SUCOL,Collector Booth Alarm Activated
1500,YONGE BD STATION,BD,SUCOL,Collector Booth Alarm Activated
1501,RUNNYMEDE STATION,BD,MUSC,Miscellaneous Speed Control
1502,DON MILLS STATION,SHP,TUSC,Operator Overspeeding
1503,VICTORIA PARK STATION,BD,TUMVS,Operator Violated Signal
1504,OLD MILL STATION,BD,MUSC,Miscellaneous Speed Control
1505,FINCH WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1506,HIGH PARK STATION,BD,MUIRS,Injured or ill Customer (In Station) - Medical Aid Refused
1507,KIPLING STATION,BD,TUNIP,Operator Not In Position
1508,WELLESLEY STATION,YU,SUDP,Disorderly Patron
1509,JANE STATION,BD,TUO,Transportation Department - Other
1510,YONGE BD STATION,BD,SUDP,Disorderly Patron
1511,KIPLING STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
1512,YORK MILLS STATION,YU,TUSC,Operator Overspeeding
1513,EGLINTON STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1514,ST CLAIR STATION,YU,MUO,Miscellaneous Other
1515,ST CLAIR STATION,YU,MUO,Miscellaneous Other
1516,BLOOR STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1517,ROYAL YORK STATION,YU,TUSC,Operator Overspeeding
1518,ST CLAIR STATION,BD,EUSC,Speed Control Equipment  
1519,ROYAL YORK STATION,YU,TUSC,Operator Overspeeding
1520,ST GEORGE BD STATION,BD,TUMVS,Operator Violated Signal
1521,COLLEGE STATION,BD,MUPR1,Priority One - Train in Contact With Person
1522,YORK MILLS STATION,YU,MUSC,Miscellaneous Speed Control
1523,QUEEN STATION,YU,SUDP,Disorderly Patron
1524,NORTH YORK CTR STATION,YU,SUCOL,Collector Booth Alarm Activated
1525,HIGH PARK STATION,YU,SUROB,Robbery
1526,YORK MILLS STATION,YU,TUSC,Operator Overspeeding
1527,DAVISVILLE STATION,YU,MUSC,Miscellaneous Speed Control
1528,CHRISTIE STATION,BD,SUDP,Disorderly Patron
1529,ISLINGTON STATION,BD,MUD,Door Problems - Passenger Related
1530,SHEPPARD STATION,YU,SUDP,Disorderly Patron
1531,YORK MILLS STATION,YU,TUOS,Operator Overshot Platform
1532,DAVISVILLE STATION,YU,PUSTS,Signals - Train Stops
1533,BAY STATION,BD,SUDP,Disorderly Patron
1534,SHERBOURNE STATION,BD,SUO,Passenger Other
1535,OSSINGTON STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1536,YORK MILLS STATION,YU,SUDP,Disorderly Patron
1537,EGLINTON STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1538,OLD MILL STATION,BD,TUMVS,Operator Violated Signal
1539,QUEEN STATION,YU,SUEAS,Emergency Alarm Station Activation
1540,FINCH STATION,YU,MUSC,Miscellaneous Speed Control
1541,OLD MILL STATION,BD,TUMVS,Operator Violated Signal
1542,ST GEORGE YUS STATION,YU,SUUT,Unauthorized at Track Level
1543,LAWRENCE STATION,YU,EUSC,Speed Control Equipment  
1544,KIPLING STATION,BD,TUO,Transportation Department - Other
1545,ST ANDREW STATION,YU,SUDP,Disorderly Patron
1546,KIPLING STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1547,COLLEGE STATION,YU,PUSNT,Signal Problem - No Trouble
1548,SHEPPARD-YONGE STATION,SHP,TUMVS,Operator Violated Signal
1549,VICTORIA PARK STATION,BD,MUSC,Miscellaneous Speed Control
1550,ROSEDALE STATION,YU,PUSNT,Signal Problem - No Trouble
1551,LAWRENCE STATION,YU,SUDP,Disorderly Patron
1552,YORK MILLS STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1553,EGLINTON STATION,YU,MUCL,Divisional Clerk Related
1554,EGLINTON STATION,YU,MUSC,Miscellaneous Speed Control
1555,DUNDAS WEST STATION,BD,TUMVS,Operator Violated Signal
1556,LAWRENCE STATION,YU,SUUT,Unauthorized at Track Level
1557,FINCH STATION,YU,EUBO,Body
1558,COLLEGE STATION,YU,TUMVS,Operator Violated Signal
1559,CASTLE FRANK STATION,BD,SUDP,Disorderly Patron
1560,KENNEDY BD STATION,BD,MUSC,Miscellaneous Speed Control
1561,KENNEDY SRT STATION,SRT,SRUT,Unauthorized at Track Level
1562,MCCOWAN STATION,SRT,ERNT,Equipment - No Trouble Found
1563,CASTLE FRANK STATION,BD,TUOS,Operator Overshot Platform
1564,SHEPPARD-YONGE STATION,SHP,TUSC,Operator Overspeeding
1565,BESSARION STATION,SHP,MUDD,Door Problems - Debris Related
1566,JANE STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
1567,KENNEDY TO MCCOWAN,SRT,ERPR,Propulsion System
1568,DON MILLS STATION,SHP,PUSO,S/E/C Department Other
1569,KEELE STATION,BD,MUSC,Miscellaneous Speed Control
1570,CHRISTIE STATION,BD,TUMVS,Operator Violated Signal
1571,ST GEORGE BD STATION,BD,TUMVS,Operator Violated Signal
1572,DAVISVILLE STATION,YU,PUTR,Rail Related Problem
1573,FINCH STATION,YU,TUSC,Operator Overspeeding
1574,KENNEDY BD STATION,BD,EUBK,Brakes
1575,KIPLING STATION,BD,SUDP,Disorderly Patron
1576,RUNNYMEDE STATION,BD,SUDP,Disorderly Patron
1577,LESLIE STATION,SHP,TUSC,Operator Overspeeding
1578,ROSEDALE STATION,YU,PUSTC,Signals - Track Circuit Problems
1579,WELLESLEY STATION,YU,SUDP,Disorderly Patron
1580,ROSEDALE STATION,YU,PUSWZ,Work Zone Problems - Signals
1581,SHERBOURNE STATION,BD,SUDP,Disorderly Patron
1582,OLD MILL STATION,BD,PUSRA,Subway Radio System Fault 
1583,COXWELL STATION,BD,TUMVS,Operator Violated Signal
1584,COLLEGE STATION,YU,TUOS,Operator Overshot Platform
1585,FINCH WEST STATION,YU,EUATC,ATC RC&S Equipment
1586,SUMMERHILL STATION,YU,PUTDN,#N/A
1587,SHEPPARD-YONGE STATION,SHP,SUDP,Disorderly Patron
1588,SHEPPARD-YONGE STATION,SHP,TUSC,Operator Overspeeding
1589,CHESTER STATION,BD,TUOS,Operator Overshot Platform
1590,EGLINTON STATION,YU,MUO,Miscellaneous Other
1591,WILSON STATION,YU,SUDP,Disorderly Patron
1592,FINCH WEST STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1593,YORK UNIVERSITY STATIO,YU,EUBK,Brakes
1594,KENNEDY SRT STATION,SRT,ERTC,Train Control - VOBC
1595,MCCOWAN STATION,SRT,ERCD,Consequential Delay (2nd Delay Same Fault)
1596,BROADVIEW STATION,BD,SUDP,Disorderly Patron
1597,COXWELL STATION,BD,MUIS,Injured or ill Customer (In Station) - Transported
1598,COXWELL TO KENNEDY STA,BD,TUS,Crew Unable to Maintain Schedule
1599,YORK UNIVERSITY STATIO,YU,EUBK,Brakes
1600,VAUGHAN MC STATION,YU,MUATC,ATC Project
1601,ROSEDALE STATION,YU,EUSC,Speed Control Equipment  
1602,ST ANDREW STATION,YU,SUO,Passenger Other
1603,OLD MILL STATION,BD,MUPR1,Priority One - Train in Contact With Person
1604,VICTORIA PARK STATION,BD,TUMVS,Operator Violated Signal
1605,WOODBINE STATION,BD,MUO,Miscellaneous Other
1606,FINCH STATION,YU,TUO,Transportation Department - Other
1607,YONGE BD STATION,BD,TUS,Crew Unable to Maintain Schedule
1608,VICTORIA PARK STATION,BD,PUSTC,Signals - Track Circuit Problems
1609,UNION STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1610,GLENCAIRN STATION,YU,SUAP,Assault / Patron Involved
1611,KIPLING STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1612,WARDEN STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1613,VAUGHAN MC STATION,YU,MUO,Miscellaneous Other
1614,WARDEN STATION,BD,EUNT,Equipment - No Trouble Found
1615,DON MILLS STATION,SHP,TUMVS,Operator Violated Signal
1616,KENNEDY BD STATION,BD,EUBK,Brakes
1617,QUEEN STATION,YU,MUSC,Miscellaneous Speed Control
1618,KENNEDY SRT STATION,SRT,SRO,Passenger Other
1619,UNION STATION,YU,MUTO,Misc. Transportation Other - Employee Non-Chargeable
1620,BROADVIEW STATION,BD,SUDP,Disorderly Patron
1621,QUEEN STATION,YU,MUATC,ATC Project
1622,ROSEDALE STATION,YU,MUPLB,Fire/Smoke Plan B - Source TTC
1623,EGLINTON STATION,YU,MUATC,ATC Project
1624,DON MILLS STATION,SHP,SUAP,Assault / Patron Involved
1625,KENNEDY SRT STATION,SRT,SRUT,Unauthorized at Track Level
1626,UNION STATION,YU,SUO,Passenger Other
1627,DUNDAS STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1628,WARDEN STATION,BD,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1629,YORK MILLS STATION,YU,TUSC,Operator Overspeeding
1630,KEELE STATION,BD,PUSTS,Signals - Train Stops
1631,VICTORIA PARK STATION,BD,SUCOL,Collector Booth Alarm Activated
1632,ST GEORGE BD STATION,BD,EUDO,Door Problems - Faulty Equipment
1633,SPADINA BD STATION,BD,MUIRS,Injured or ill Customer (In Station) - Medical Aid Refused
1634,SPADINA YUS STATION,YU,MUPAA,Passenger Assistance Alarm Activated - No Trouble Found
1635,QUEEN STATION,YU,EUATC,ATC RC&S Equipment
1636,VAUGHAN MC STATION,YU,MUO,Miscellaneous Other
